Statutory_Code,Literal_display,Code_Type,Charge_Type,Type,CJIS,Low Term (Months),Mid Term (Months),Upper Term (Months),AB109,Wobbler,Calcrim Instruction,
289(h),"Sexual penetration w/foreign or unknown object, victim under 18 years of age",PC,Crime,Felony,,16,24,36,No,Yes,,
289(i),"Sexual penetration w/foreign or unknown object, victim under 16 years of age, defendant over 21 years of age",PC,Crime,Felony,,16,24,36,No,No,,
289(j),"Sexual penetration w/foreign or unknown object, victim under 14 years of age, defendant 10 years older",PC,Crime,Felony,,36,72,96,No,No,,
289.6(a)(1),Employee of public health facility engaging in sexual activity (as defined in PC 289.6(d)(1)-(5)) w/inmate w/prior conviction,PC,Crime,Felony,,16,24,36,No,No,,
289.6(a)(2),Employee of public detention facility or peace officer engaging in sexual activity (as defined in PC 289.6(d)(1)-(4)) w/inmate,PC,Crime,Felony,,16,24,36,No,Yes,,
289.6(a)(2),Employee of public detention facility or peace officer engaging in sexual activity (as defined in PC 289.6(d)(1)-(4)) w/inmate w/prior conviction,PC,Crime,Felony,,16,24,36,No,No,,
289.6(a)(3),Employee of California Department of Corrections and Rehabilitation engaging in sexual activity (as defined in PC 289.6(d)(1)-(4)) w/inmate,PC,Crime,Felony,,16,24,36,No,Yes,,
289.6(a)(3),Employee of California Department of Corrections and Rehabilitation engaging in sexual activity (as defined in PC 289.6(d)(1)-(4)) w/inmate w/ prior convictions,PC,Crime,Felony,,16,24,36,No,No,,
290.018(b),Failure to register by person convicted of felony sex offense or juvenile adjudication for the commission of a sex offense,PC,Crime,Felony,,16,24,36,No,No,,
290.018(d),"Failure to register by designated mentally disordered sex offender including person who had petition sustained in juvenile adjudication for sex offense but found not guilty by reason of
insanity w/prior conviction",PC,Crime,Felony,,16,24,36,No,No,,
290.018(f),Failure to register by sexually violent predator,PC,Crime,Felony,,16,24,36,No,Yes,,
290.018(g),Failure to register by person convicted of felony sex offense or juvenile adjudication for the commission of a sex offense who has no address w/2 prior convictions,PC,Crime,Felony,,16,24,36,No,No,,
298.2,"Facilitating wrongful collection of, or tampering w/DNA blood specimen or print impression",PC,Crime,Felony,,24,36,48,No,No,,
299.5(i)(1)(A),Unlawful use or disclosure of offender forensic sample or DNA profile,PC,Crime,Felony,,16,24,36,No,Yes,,
311.1(a),Sale or distribution of obscene material depicting minors,PC,Crime,Felony,,16,24,36,No,Yes,1141,
311.2(a),Sale or distribution of obscene material w/prior convictions,PC,Crime,Felony,,16,24,36,Yes,,,
311.2(b),Sale or distribution of obscene material depicting minors for commercial consideration ,PC,Crime,Felony,,24,36,72,No,Yes,1141,
311.2(c),Sale or distribution of obscene material depicting minor under 18 years of age to person 18 years of age or older,PC,Crime,Felony,,16,24,36,Yes,Yes,,
311.2(d),Sale or distribution of obscene material depicting minor under 18 years of age to minor under 18 years of age,PC,Crime,Felony,,16,24,36,No,No,,
311.3(a),Sexual exploitation of minor under 18 years of age w/prior conviction,PC,Crime,Felony,,16,24,36,No,No,,
311.4(a),Involving minor in selling or distribution of obscene material,PC,Crime,Felony,,16,24,36,Yes,Yes,,
311.4(a),Involving minor in selling or distribution of obscene material w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,No,,
311.4(b),Involving minor under 18 years of age in obscene film or performance,PC,Crime,Felony,,36,72,92,No,No,1144,
311.4(c),Involving minor under age 18 years of age in posing or modeling involving sexual conduct,PC,Crime,Felony,,16,24,36,No,No,1144,
311.5,Advertising obscene matter w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,No,,
311.7,Requiring acceptance of obscene matter as condition for receiving other merchandise w/2 prior convictions,PC,Crime,Felony,,16,24,36,No,No,,
311.1,Advertising obscene material depicting minor under 18 years of age,PC,Crime,Felony,,24,36,48,No,Yes,,
311.11(a),Possession of matter depicting sexual conduct of child under 18 years of age,PC,Crime,Felony,,16,,,No,Yes,1145,
311.11(b),Possession of matter depicting sexual conduct of child under 18 years of age w/pc,PC,Crime,Felony,,24,48,72,No,No,1145,
311.11(c)(1),Possession of matter containing more than 600 images that violate PC 311.11(a) and 10 or more images involving prepubescent minor or minor under 12 years of age,PC,Crime,Felony,,16,24,36,No,Yes,1145,
311.11(c)(2),Violation of PC 311.11(a) and matter portrays sexual sadism or sexual masochism involving minor under 18 years of age,PC,Crime,Felony,,16,24,36,No,Yes,1145,
313.1,Distribution of harmful matter to minors w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,No,,
314(1),Indecent exposure w/prior conviction,PC,Crime,Felony,,16,24,36,No,No,,
314(1),Indecent exposure after entering inhabited dwelling,PC,Crime,Felony,,16,24,36,No,Yes,,
327,"Contriving, proposing, setting up, or operating endless-chain scheme",PC,Crime,Felony,,16,24,36,No,Yes,,
332,Obtaining money or property by fraudulent game or trick,PC,Crime,Felony,,16,24,36,Yes,Yes,,
334(a),Concessioner fraud by hidden mechanical device,PC,Crime,Felony,,16,24,36,Yes,Yes,,
337,Official granting aid/license for illegal gaming for remuneration,PC,Crime,Felony,,16,24,36,No,No,,
337a,Pool selling or bookmaking,PC,Crime,Felony,,16,24,36,No,Yes,,
337b,Corrupt sporting event/bribe player or participant,PC,Crime,Felony,,16,24,36,Yes,Yes,,
337c,Accepting bribe to throw sport event,PC,Crime,Felony,,16,24,36,Yes,Yes,,
337d,Bribing official of sport event,PC,Crime,Felony,,16,24,36,Yes,Yes,,
337e,Official of sport event accepting bribe,PC,Crime,Felony,,16,24,36,Yes,Yes,,
337f(a)(1),Doping race horse or influencing or inducing others to dope race horse,PC,Crime,Felony,,16,24,36,Yes,Yes,,
337f(a)(2),Racing drugged horse,PC,Crime,Felony,,16,24,36,Yes,Yes,,
337f(a)(3),Racing under fictitious name or license,PC,Crime,Felony,,16,24,36,Yes,Yes,,
337i,Transmitting race information for illegal gambling,PC,Crime,Felony,,16,24,36,No,Yes,,
337j,Operating controlled game w/o license w/prior conviction,PC,Crime,Felony,,16,24,36,No,Yes,,
337.2,Touting w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,No,,
337.3,Using name of official in touting,PC,Crime,Felony,,16,24,36,Yes,Yes,,
337.4,Touting in excess of $950,PC,Crime,Felony,,16,24,36,Yes,No,,
337.7,Use of illegal/forged credential or license in touting,PC,Crime,Felony,,16,24,36,Yes,Yes,,
337.7,Use of illegal/forged credential or license in touting w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,No,,
347(a),"Willful contamination of food/drink/medicine, etc.",PC,Crime,Felony,,24,48,60,No,No,,
347(b),"Falsely reporting contamination of food/drink/medicine, etc.",PC,Crime,Felony,,16,24,36,No,Yes,,
350(a)(2),"Manufacture, sale, or possession for sale of 1,000 or more counterfeit marks valued in excess of $950",PC,Crime,Felony,,16,24,36,Yes,Yes,,
350(b),"Manufacture, sale, or possession for sale of counterfeit mark w/prior conviction",PC,Crime,Felony,,16,24,36,Yes,Yes,,
350(c),"Manufacture, sale, or possession for sale of counterfeit mark causing death or GBI",PC,Crime,Felony,,24,36,48,Yes,No,,
367f,Sale of human organs for transplantation,PC,Crime,Felony,,36,48,60,Yes,Yes,,
367g,"Unauthorized use or implantation of sperm, ova, or embryos in assisted reproduction technology",PC,Crime,Felony,,36,48,60,Yes,No,,
368(b)(1),Willful causing of pain to or suffering of elder or dependent adult,PC,Crime,Felony,,24,36,48,No,Yes,830,
368(d),Theft or embezzlement over $950 of elder or dependent adult,PC,Crime,Felony,,24,36,48,Yes,Yes,,
368(e),Theft or embezzlement over $950 by caretaker of elder or dependent adult,PC,Crime,Felony,,24,36,48,Yes,Yes,,
368(f),"False imprisonment of elder or dependent adult by use of violence, menace, fraud, or deceit",PC,Crime,Felony,,24,36,48,Yes,No,,
374.2(d),Malicious discharge of harmful materials into public sewer w/pc,PC,Crime,Felony,,16,20,24,Yes,Yes,,
374.8,Unauthorized deposit of hazardous substances,PC,Crime,Felony,,16,24,36,Yes,Yes,,
375(d),"Release harmful substance in public place which may result in serious
illness or permanent injury",PC,Crime,Felony,,16,24,36,Yes,No,,
382.5,Selling dinitrophenol,PC,Crime,Felony,,16,24,36,Yes,Yes,,
382.6,Selling certain chemicals as eyelash dye,PC,Crime,Felony,,16,24,36,Yes,Yes,,
386,Willful construction or maintenance of inoperable or unsafe fire protection system,PC,Crime,Felony,,24,36,48,Yes,No,,
386,Willful construction or maintenance of inoperable or unsafe fire protection system resulting in GBI or death,PC,Crime,Felony,,60,72,84,Yes,No,,
387,Corporate criminal liability regarding disclosure of safety hazards,PC,Crime,Felony,,16,24,36,Yes,Yes,,
399(a) ,Owner or person having control allowing vicious animal at large resulting in death,PC,Crime,Felony,,16,24,36,No,No,,
399(b) ,Owner or person having control allowing vicious animal at large resulting in serious bodily injury,PC,Crime,Felony,,16,24,36,No,Yes,,
399.5,Failure of owner to exercise ordinary care w/dog that bites person,PC,Crime,Felony,,24,36,48,,Yes,,
401,Aid/abet suicide,PC,Crime,Felony,,16,24,36,No,No,,
404.6,Inciting riot in state prison or county jail resulting in serious bodily injury,PC,Crime,Felony,,16,24,36,Yes,Yes,,
405a,Participating in the taking of another person from lawful custody ofpeace ofﬁcer by means of riot,PC,Crime,Felony,,24,36,48,Yes,No,,
417(a)(1)/417.6 ,Draw/exhibit deadly weapon in threatening manner and inﬂicting serious bodily injury w/weapon,PC,Crime,Felony,,16,24,36,No,Yes,,
417(a)(2)/417.6 ,Draw/exhibit ﬁrearm in threatening manner and inﬂicting serious bodily injury w/ﬁrearm,PC,Crime,Felony,,16,24,36,No,Yes,,
417(a)(2)/626.95 ,Draw/exhibit ﬁrearm in threatening manner on grounds of playground or youth center,PC,Crime,Felony,,12,24,36,Yes,Yes,,
417(b) ,Draw/exhibit loaded ﬁrearm in threatening manner on grounds of daycare center,PC,Crime,Felony,,16,24,36,No,Yes,,
417(b)/417.6 ,Draw/exhibit loaded ﬁrearm in threatening manner on grounds of daycare center and inﬂicting serious bodily injury w/ﬁrearm,PC,Crime,Felony,,16,24,36,No,Yes,,
417(b)/626.95 ,Draw/exhibit loaded ﬁrearm in threatening manner on grounds of playground or youth center,PC,Crime,Felony,,12,24,36,Yes,Yes,,
417(c) ,Draw/exhibit ﬁrearm in a threatening manner in presence of police ofﬁcer ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
417(c)/417.6 ,Draw/exhibit ﬁrearm in a threatening manner in presence of police ofﬁce and inﬂicting serious bodily injury w/ﬁrearm,PC,Crime,Felony,,16,24,36,No,Yes,,
417(d)/417.6 ,Draw/exhibit ﬁrearm in presence of person who is cleaning up grafﬁti or vandalism and inﬂicting serious bodily injury w/ﬁrearm,PC,Crime,Felony,,16,24,36,No,Yes,,
417.3,Draw/exhibit ﬁrearm in threatening manner in presence of person in motor vehicle ,PC,Crime,Felony,,16,24,36,Yes,No,,
417.8,Draw/exhibit deadly weapon with intent to resist arrest,PC,Crime,Felony,,24,36,48,No,No,,
422,Criminal threats of violence ,PC,Crime,Felony,,16,24,36,No,Yes,,
422.7,Hate crime,PC,Crime,Felony,,16,24,36,Yes,Yes,,
424,Embezzlement,PC,Crime,Felony,,24,36,48,No,No,,
425,Ofﬁcer's failure to pay over public funds,PC,Crime,Felony,,16,24,36,No,No,,
432,Fraudulent possession of blank licenses/receipts,PC,Crime,Felony,,16,24,36,No,No,,
451.5,Aggravated Arson,PC,Enhancement,Felony,,120,NA,LIFE,No,No,1500,
451(a),Arson w/GBI,PC,Crime,Felony,,60,84,108,No,No,1501,
451(b),Arson of inhabited structure or property,PC,Crime,Felony,,36,60,96,No,No,1502,
451(c),Arson of structure or forest land,PC,Crime,Felony,,24,48,72,No,No,1515,
451(d),Arson of property,PC,Crime,Felony,,16,24,36,No,No,1515,
452(a),Unlawful fire w/ GBI,PC,Crime,Felony,,24,48,72,No,Yes,"1530, 1531",
452(b),Unlawful fire of inhabited structure or property,PC,Crime,Felony,,24,36,48,No,Yes,"1530, 1531",
452(c),Unlawful ﬁre of structure or forest land ,PC,Crime,Felony,,16,24,36,No,Yes,"1530, 1531",
453(a) ,"Possess, manufacture, dispose of ﬂammable material or incendiary device w/arson intent",PC,Crime,Felony,,16,24,36,Yes,Yes,1550,
454,"Commission of PC 451(a), 451(b) or 451(c) within area of insurrection or emergency",PC,Crime,Felony,,60,84,108,No,No,,
454,Commission of PC 451(d) or PC452 within area of insurrection or emergency,PC,Crime,Felony,,36,60,84,No,No,,
455,Attempted arson,PC,Crime,Felony,,16,24,36,No,No,1520,
456(b),Arson for pecuniary gain,PC,Enhancement,,,,,,,,1551,
459/461(a),Burglary ﬁrst degree,PC,Crime,Felony,,24,48,72,No,No,"1700, 1701",
459/461(b),Burglary second degree ,PC,Crime,Felony,,16,24,36,Yes,Yes,"1700, 1701",
459.5,"Shoplifting w/prior for speciﬁed violent, serious, or sex crimes",PC,Crime,Felony,,16,24,36,Yes,Yes,,
463(a) ,"Second-degree burglary within area in a state of emergency or under an evacuation order resulting from earthquake, ﬂood, ﬁre, riot, or other natural or unnatural disaster ",PC,Crime,Felony,,16,24,36,Yes,Yes,,
463(b) ,"Grand theft, except grand theft of ﬁrearm, within area in a state of emergency or under an evacuation order resulting from earthquake,ﬂood, ﬁre, riot, or other natural or unnatural disaster",PC,Crime,Felony,,16,24,36,Yes,Yes,,
463(b) ,"Grand theft of ﬁrearm within area in a state of emergency or under an evacuation order resulting from earthquake, ﬂood, ﬁre, riot, or other natural or unnatural disaster ",PC,Crime,Felony,,16,24,36,No,No,,
464,Safe-blowing,PC,Crime,Felony,,36,60,84,Yes,No,,
470/473(a),Forgery and value exceeds $950,PC,Crime,Felony,,16,24,36,Yes,Yes,,
470/473(b) ,"Forgery relating to check, bond, bank bill, note, etc. and value does not exceed $950 w/prior for speciﬁed violent, serious, or sex crimes",PC,Crime,Felony,,16,24,36,Yes,Yes,,
470a ,Forgery of driver's license or identiﬁcation cards,PC,Crime,Felony,,16,24,36,Yes,Yes,,
470b ,Possess/display forged driver's license or identiﬁcation card,PC,Crime,Felony,,16,24,36,Yes,Yes,,
471,Altering entries in books and records,PC,Crime,Felony,,16,24,36,Yes,Yes,,
472,Forgery of public and corporate seals,PC,Crime,Felony,,16,24,36,Yes,Yes,,
474,Sending false/forged message by phone/telegraph w/fraud intent,PC,Crime,Felony,,16,24,36,Yes,Yes,,
475,Passing or receiving forged bill/check/note,PC,Crime,Felony,,16,24,36,Yes,Yes,,
476,Making/passing/possessing ﬁctitious bill/note/check,PC,Crime,Felony,,16,24,36,Yes,Yes,,
476a ,Making or passing worthless check(s) and value exceeds $950,PC,Crime,Felony,,16,24,36,Yes,Yes,"1970, 1971",
476a ,"Making or passing worthless check(s) and total does not exceed $950w/prior for speciﬁed violent, serious, or sex crimes",PC,Crime,Felony,,16,24,36,Yes,Yes,"1970, 1971",
478,Counterfeiting,PC,Crime,Felony,,24,36,48,Yes,No,,
479,"Possessing or receiving counterfeit coin/bullion, etc.",PC,Crime,Felony,,24,36,48,Yes,No,,
480,Making/possessing counterfeit die or apparatus,PC,Crime,Felony,,24,36,48,Yes,No,,
481,Counterfeiting or altering passenger ticket,PC,Crime,Felony,,16,24,36,Yes,Yes,,
481.1,Counterfeiting or altering public transportation fare media,PC,Crime,Felony,,16,24,36,No,Yes,,
483.5(a) ,"Manufacture, sale, or transport of deceptive identiﬁcation document for fraudulent use ",PC,Crime,Felony,,16,24,36,Yes,Yes,,
484b ,"Diversion of over $2,350 in construction improvement loans",PC,Crime,Felony,,16,24,36,Yes,Yes,,
484c ,Obtaining construction funds by false voucher (embezzlement) (valued at more than $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
484e(a),Selling or transferring access card w/ intent to defraud,PC,Crime,Felony,,16,24,36,Yes,Yes,,
484e(b) ,Acquiring access cards of four or more persons w/knowledge that the cards were unlawfully taken or retained,PC,Crime,Felony,,16,24,36,Yes,Yes,,
484e(d),Acquiring access card information with intent to defraud,PC,Crime,Felony,,16,24,36,Yes,Yes,,
484f(a),Forgery of access card,PC,Crime,Felony,,16,24,36,Yes,Yes,,
484f(b),Forgery of signature on access card,PC,Crime,Felony,,16,24,36,Yes,Yes,,
484g ,Using forged access card or altered access card account information to obtain over $950 ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
484h ,Access card offenses by merchant over $950,PC,Crime,Felony,,16,24,36,Yes,Yes,,
484i(b),Altering or modifying access card account information with intent to defraud,PC,Crime,Felony,,16,24,36,Yes,Yes,,
484i(c),Counterfeiting access card,PC,Crime,Felony,,16,24,36,Yes,Yes,,
484.1,Providing false ID information to pawnbroker or secondhand dealer to obtain money or valuables over $950,PC,Crime,Felony,,16,24,36,Yes,Yes,,
485,Appropriation of lost property by ﬁnder,PC,Crime,Felony,,16,24,36,Yes,No,,
487(a),"Grand theft money, labor, or property over $950 ",PC,Crime,Felony,,16,24,36,Yes,Yes,,
"487(b)(1),(2) ",Grand theft agricultural or aquacultural products (valued at more than $950) ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
487(b)(3) ,"rand theft money, labor, or property of $950 or more by servant, agent, or employee ",PC,Crime,Felony,,16,24,36,Yes,Yes,,
487(c),Grand theft person (valued at more than $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
487(d)(1),Grand theft auto (valued at more than $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
487(d)(2),Grand theft ﬁrearm,PC,Crime,Felony,,16,24,36,No,No,,
487a(a),Grand theft animal (valued at more than $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
"487a(b),(c) ",Grand theft animal carcass (valued at more than $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
487b ,Converting other's realty into personal property by severance w/felonious intent (valued at more than $950) ,PC,Crime,Felony,,16,24,36,Yes,No,,
487d ,Theft from claim/mine (valued at more than $950),PC,Crime,Felony,,16,24,36,Yes,No,,
487e ,Stealing dog valued at more than $950 ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
487g ,"Stealing/fraudulently obtaining any animal for sale, commercial use, research, or slaughter (valued at more than $950) ",PC,Crime,Felony,,16,24,36,No,Yes,,
487h ,Grand theft cargo valued at more than $950 ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
487i ,Defrauding public housing authority (value over $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
487j,Grand theft copper materials valued at more than $950,PC,Crime,Felony,,16,24,36,Yes,Yes,,
487k ,Grand theft agricultural machinery and equipment valued at more than $950 ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
490.2,"Petty theft—obtaining money, labor, real or personal property valued at $950 or less—w/prior convictions for violent, serious, or sex crimes",PC,Crime,Felony,,16,24,36,Yes,Yes,,
490.4(a)(1)-(3) ,Organized retail theft committed on two or more separate occasions within 12-month period and aggregate value of merchandise exceeds $950,PC,Crime,Felony,,16,24,36,Yes,Yes,,
490.4(a)(4),Organized retail theft,PC,Crime,Felony,,16,24,36,Yes,Yes,,
496(a),Receiving stolen property in excess of $950,PC,Crime,Felony,,16,24,36,Yes,Yes,,
496(a) ,"Receiving stolen property valued at $950 or less w/prior convictions  for violent, serious, or sex crimes",PC,Crime,Felony,,16,24,36,Yes,Yes,,
496(b) ,Receiving stolen property in excess of $950 by secondhand goods dealer,PC,Crime,Felony,,16,24,36,Yes,Yes,,
496(d),Attempted receiving stolen property  ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
496a ,"Junk dealer receiving property of utility company/railroad, etc. ",PC,Crime,Felony,,16,24,36,Yes,Yes,,
496c ,Copying title information w/o consent of owner over $950,PC,Crime,Felony,,16,24,36,Yes,Yes,,
496d ,"Receiving stolen vehicle, trailer, or vessel ",PC,Crime,Felony,,16,24,36,Yes,Yes,,
497,Bringing stolen or embezzled property into state or receiving same  ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
497/514 ,Bringing stolen or embezzled U.S. public funds into state or receiving same ,PC,Crime,Felony,,16,24,36,Yes,No,,
498(d) ,Unauthorized diversion or connection of utility services valued at more than $950 or w/prior convictions,PC,Crime,Felony,,16,24,36,No,Yes,,
499(a),Joyriding w/1 prior convictions,PC,Crime,Felony,,16,24,36,No,Yes,,
499(b),Joyriding w/2 prior convictions of joyriding,PC,Crime,Felony,,16,24,36,No,Yes,,
499c ,Theft of trade secrets ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
499d ,Theft of aircraft ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
500(b),Receiving money of $950 or more for transmittal to foreign countries ,PC,Crime,Felony,,16,24,36,Yes,No,,
502(d),Computer-related crimes ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
502.5,Removal of structures from mortgaged realty w/o owner's consent ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
502.7(a),Fraudulently avoiding charge for telephone or telegraph service ,PC,Crime,Felony,,16,24,36,No,Yes,,
502.7(b),Use of instrument to avoid telephone or telegraph charge ,PC,Crime,Felony,,16,24,36,No,Yes,,
502.7(d) ,Allowing fraudulent use of calling or credit card to obtain telecommunications service ,PC,Crime,Felony,,16,24,36,No,Yes,,
502.7(g),Theft of telephone or telegraph services w/prior conviction within 5 years,PC,Crime,Felony,,16,24,36,No,No,,
502.8(c),Possession or use of illegal telecommunications equipment w/intent to avoid charge for service w/prior conviction,PC,Crime,Felony,,16,24,36,No,Yes,,
502.8(d),Possession of illegal telecommunications equipment wit sell and to avoid charge for service,PC,Crime,Felony,,16,24,36,No,Yes,,
502.8(e),Possession of 10 or more items of illegal telecommunications equipment w/intent to sell and to avoid charge for service,PC,Crime,Felony,,16,24,36,No,Yes,,
502.8(f),Manufacture of 10 or more items of illegal telecommunications equipment w/intent to sell and to avoid charge for service,PC,Crime,Felony,,16,24,36,No,Yes,,
503,Embezzlement (amount in excess of $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
504,Embezzlement by public ofﬁcer (amount in excess of $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
504,Embezzlement by public ofﬁcer of public funds (amount in excess of $950),PC,Crime,Felony,,16,24,36,No,No,,
504a ,Embezzlement of property held under lease (amount in excess of $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
504b ,Debtor's embezzlement by sale of mortgaged property (amount in excess of $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
505,Embezzlement by carrier (amount in excess of $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
506,Embezzlement by trustee (amount in excess of $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
506,Embezzlement by trustee of public funds (amount in excess of $950),PC,Crime,Felony,,16,24,36,No,No,,
506b ,Violation of CC 2985.3-2985.4 re real estate sales ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
507,Embezzlement by tenant or bailee (amount in excess of $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
508,Embezzlement by clerk or servant (amount in excess of $950),PC,Crime,Felony,,16,24,36,Yes,Yes,,
519,Extortion ,PC,Crime,Felony,,24,36,48,Yes,No,,
522,Extorting signature to transfer property,PC,Crime,Felony,,24,36,48,Yes,No,,
523(a),Sending threatening letters wit extort,PC,Crime,Felony,,24,36,48,Yes,No,,
523(b),Placing ransomware into computer or computer network wit extort,PC,Crime,Felony,,24,36,48,Yes,No,,
524,Attempted extortion,PC,Crime,Felony,,16,24,36,No,Yes,,
528,Marriage by impersonation,PC,Crime,Felony,,16,24,36,No,No,,
529,Impersonation for fraud,PC,Crime,Felony,,16,24,36,Yes,Yes,,
529a,Manufacture or sale of false birth or baptismal certiﬁcate,PC,Crime,Felony,,16,24,36,Yes,Yes,,
530,Receiving money/property in assumed character,PC,Crime,Felony,,16,24,36,Yes,Yes,,
530.5(a) ,"Using personal identifying information of another to obtain credit,goods, services, or medical information",PC,Crime,Felony,,16,24,36,Yes,Yes,,
530.5(c)(2),Acquisition or retention of personal identifying information of another w/intent to defraud w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,Yes,,
530.5(c)(3),Acquisition or retention of personal identifying information of 10 or more persons with intent to defraud,PC,Crime,Felony,,16,24,36,Yes,Yes,,
530.5(d)(1),"Sale, transfer, or conveyance of personal identifying information of another w/intent to defraud ",PC,Crime,Felony,,16,24,36,Yes,Yes,,
530.5(d)(2) ,"Sale, transfer, or conveyance of personal identifying information w/knowledge that the information will be used to commit violation of PC 530.5(a)",PC,Crime,Felony,,16,24,36,Yes,No,,
532,Obtain money/credit/property/labor by false pretense,PC,Crime,Felony,,16,24,36,Yes,Yes,,
532a(4) ,Making false ﬁnancial statement by use of ﬁctitious identity ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
532f(h),Mortgage fraud,PC,Crime,Felony,,16,24,36,Yes,Yes,,
533,Selling land twice,PC,Crime,Felony,,16,24,36,Yes,No,,
534,Spouse selling land/property by false pretense,PC,Crime,Felony,,16,24,36,No,No,,
535,Illegal auction,PC,Crime,Felony,,16,24,36,Yes,Yes,,
537(a)(2),Defrauding innkeeper of more than $950,PC,Crime,Felony,,16,24,36,No,Yes,,
537e(a) ,Purchase/possess/sell integrated circuit w/removed/altered ID/serial number more than $950 ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
538,Sale/dispose of mortgaged property(grand theft value),PC,Crime,Felony,,16,24,36,Yes,Yes,,
538.5,"Fraudulent use of wire, radio, or TV transmissions",PC,Crime,Felony,,16,24,36,Yes,Yes,,
548,Defrauding insurer,PC,Crime,Felony,,24,36,60,Yes,No,,
549,Soliciting fraudulent insurance claims,PC,Crime,Felony,,16,24,36,Yes,Yes,,
549,Soliciting fraudulent insurance claims w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,No,,
"550(a)(1),(4)",Filing fraudulent insurance claim,PC,Crime,Felony,,24,36,60,Yes,No,,
550(a)(2),Filing multiple insurance claims w/ intent to defraud,PC,Crime,Felony,,24,36,60,Yes,No,,
550(a)(3) ,Participating in staged auto accident for purpose of ﬁling fraudulent insurance claim ,PC,Crime,Felony,,24,36,60,Yes,No,,
550(a)(5) ,"Preparing writing w/intent to present, use, or allow it to be presented in support of fraudulent claim ",PC,Crime,Felony,,24,36,60,Yes,No,,
550(a)(6)-(9),Defrauding health care provider of more than $950,PC,Crime,Felony,,24,36,60,Yes,Yes,,
550(b)(1)-(4) ,Preparing or making false oral or written statement in support of or opposition to insurance claim,PC,Crime,Felony,,24,36,60,Yes,Yes,,
551,Offering consideration for referrals to auto repair dealer or contractor—more than $950 ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
551,Offering consideration for referrals to auto repair dealer or contractor w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,Yes,,
560,Issuing false documents of title,PC,Crime,Felony,,16,24,36,Yes,Yes,,
560.4,Issuing fraudulent duplicate document of title,PC,Crime,Felony,,16,24,36,Yes,Yes,,
566,Dairy equipment offenses over $950,PC,Crime,Felony,,16,24,36,Yes,Yes,,
570,Unlawful subleasing of motor vehicle,PC,Crime,Felony,,16,24,36,Yes,Yes,,
577,Issuing false bill of lading/receipt/voucher,PC,Crime,Felony,,16,24,36,Yes,Yes,,
578,Issuing ﬁctitious warehouse receipts,PC,Crime,Felony,,16,24,36,Yes,Yes,,
580,Failure to show receipt is duplicate,PC,Crime,Felony,,16,24,36,Yes,Yes,,
581,Sale or pledge of property receipted for by carrier or warehouse,PC,Crime,Felony,,16,24,36,Yes,Yes,,
587,Injury to or obstruction of railroad tracks or bridges,PC,Crime,Felony,,16,24,36,Yes,Yes,,
587.1,Unauthorized moving of locomotive creating substantial likelihood of causing personal injury or death,PC,Crime,Felony,,16,24,36,Yes,Yes,,
588a ,Depositing injurious substance on highway w/intent to commit GBI,PC,Crime,Felony,,16,24,36,No,No,,
591,Injury to telegraph/telephone/cable TV or other electric line,PC,Crime,Felony,,16,24,36,Yes,Yes,,
592(b) ,"Taking water from canal, ditch, ﬂume, or reservoir valued at more than $950 ",PC,Crime,Felony,,16,24,36,No,Yes,,
